event_id,timestamp,gateway,user,src_ip,assigned_ip,action,result,mfa,geo,device_id,raw
vpn-20260706-013986,2026-07-04T01:14:41+08:00,vpn-gw-01,admin.li,203.0.113.214,10.20.25.39,login,success,passed,JP-Tokyo,dev-2774,vpn user=admin.li result=success
vpn-20260706-003807,2026-07-04T01:15:03+08:00,vpn-gw-01,wang.mei,198.51.100.233,10.20.25.167,logout,success,passed,CN-Hangzhou,dev-3298,vpn user=wang.mei result=success
vpn-20260706-013849,2026-07-04T01:15:32+08:00,vpn-gw-01,admin.li,192.0.2.225,10.20.25.16,reauth,success,passed,CN-Shenzhen,dev-9200,vpn user=admin.li result=success
vpn-20260706-006799,2026-07-04T01:15:58+08:00,vpn-gw-01,wang.mei,198.51.100.12,10.20.25.22,reauth,success,passed,SG-Singapore,dev-5816,vpn user=wang.mei result=success
vpn-20260706-010737,2026-07-04T01:16:12+08:00,vpn-gw-01,chen.yu,198.51.100.144,10.20.25.237,logout,success,passed,CN-Hangzhou,dev-7809,vpn user=chen.yu result=success
vpn-20260706-006229,2026-07-04T01:16:37+08:00,vpn-gw-01,svc_backup,203.0.113.229,10.20.25.109,login,success,passed,CN-Hangzhou,dev-7512,vpn user=svc_backup result=success
vpn-20260706-011867,2026-07-04T01:16:48+08:00,vpn-gw-01,zhang.wei,203.0.113.82,10.20.25.203,login,success,passed,CN-Shanghai,dev-2352,vpn user=zhang.wei result=success
vpn-20260706-010568,2026-07-04T01:17:26+08:00,vpn-gw-01,svc_backup,192.0.2.25,10.20.25.11,logout,success,passed,CN-Shenzhen,dev-3308,vpn user=svc_backup result=success
vpn-20260706-002872,2026-07-04T01:17:39+08:00,vpn-gw-01,svc_backup,203.0.113.61,10.20.25.123,login,success,passed,JP-Tokyo,dev-2441,vpn user=svc_backup result=success
vpn-20260706-013128,2026-07-04T01:17:39+08:00,vpn-gw-01,wang.mei,203.0.113.102,10.20.25.232,reauth,success,passed,CN-Shanghai,dev-9546,vpn user=wang.mei result=success
vpn-20260706-010344,2026-07-04T01:17:40+08:00,vpn-gw-01,wang.mei,192.0.2.177,10.20.25.111,logout,success,passed,CN-Shenzhen,dev-8408,vpn user=wang.mei result=success
vpn-20260706-010959,2026-07-04T01:18:37+08:00,vpn-gw-01,admin.li,203.0.113.84,10.20.25.79,login,success,passed,CN-Shenzhen,dev-4402,vpn user=admin.li result=success
vpn-20260706-006275,2026-07-04T01:18:43+08:00,vpn-gw-01,chen.yu,192.0.2.80,10.20.25.164,logout,success,passed,CN-Beijing,dev-9909,vpn user=chen.yu result=success
vpn-20260706-014546,2026-07-04T01:18:59+08:00,vpn-gw-01,admin.li,203.0.113.13,10.20.25.142,reauth,success,passed,CN-Shenzhen,dev-7355,vpn user=admin.li result=success
vpn-20260706-009449,2026-07-04T01:19:06+08:00,vpn-gw-01,svc_backup,192.0.2.141,10.20.25.97,login,success,passed,CN-Beijing,dev-7151,vpn user=svc_backup result=success
vpn-20260706-005360,2026-07-04T01:19:23+08:00,vpn-gw-01,zhang.wei,192.0.2.75,10.20.25.224,login,success,passed,CN-Shanghai,dev-9887,vpn user=zhang.wei result=success
vpn-20260706-010040,2026-07-04T01:19:52+08:00,vpn-gw-01,chen.yu,192.0.2.142,10.20.25.51,login,success,passed,CN-Beijing,dev-8652,vpn user=chen.yu result=success
vpn-20260706-013250,2026-07-04T01:19:55+08:00,vpn-gw-01,chen.yu,192.0.2.207,10.20.25.87,reauth,success,passed,CN-Beijing,dev-3369,vpn user=chen.yu result=success
vpn-20260706-003403,2026-07-04T01:19:56+08:00,vpn-gw-01,svc_backup,203.0.113.221,10.20.25.156,login,success,passed,SG-Singapore,dev-1700,vpn user=svc_backup result=success
vpn-20260706-015896,2026-07-04T01:20:02+08:00,vpn-gw-01,admin.li,192.0.2.30,10.20.25.145,login,success,passed,SG-Singapore,dev-2395,vpn user=admin.li result=success
vpn-20260706-013313,2026-07-04T01:20:07+08:00,vpn-gw-01,admin.li,192.0.2.205,10.20.25.47,reauth,success,passed,CN-Hangzhou,dev-4894,vpn user=admin.li result=success
vpn-20260706-013369,2026-07-04T01:21:29+08:00,vpn-gw-01,zhang.wei,198.51.100.30,10.20.25.167,login,success,passed,SG-Singapore,dev-8345,vpn user=zhang.wei result=success
vpn-20260706-003479,2026-07-04T01:22:07+08:00,vpn-gw-01,wang.mei,192.0.2.31,10.20.25.198,logout,success,passed,JP-Tokyo,dev-1882,vpn user=wang.mei result=success
vpn-20260706-006065,2026-07-04T01:22:20+08:00,vpn-gw-01,liu.qiang,203.0.113.49,10.20.25.73,logout,success,passed,CN-Shenzhen,dev-6751,vpn user=liu.qiang result=success
vpn-20260706-002193,2026-07-04T01:22:40+08:00,vpn-gw-01,admin.li,198.51.100.217,10.20.25.123,login,success,passed,JP-Tokyo,dev-4910,vpn user=admin.li result=success
vpn-20260706-005020,2026-07-04T01:23:46+08:00,vpn-gw-01,admin.li,198.51.100.66,10.20.25.216,login,success,passed,JP-Tokyo,dev-9576,vpn user=admin.li result=success
vpn-20260706-009020,2026-07-04T01:24:05+08:00,vpn-gw-01,zhang.wei,192.0.2.208,10.20.25.203,reauth,success,passed,SG-Singapore,dev-5286,vpn user=zhang.wei result=success
vpn-20260706-005191,2026-07-04T01:24:07+08:00,vpn-gw-01,svc_backup,203.0.113.125,10.20.25.128,login,success,passed,CN-Hangzhou,dev-7095,vpn user=svc_backup result=success
vpn-20260706-012382,2026-07-04T01:24:43+08:00,vpn-gw-01,wang.mei,203.0.113.126,,login,failed,failed,CN-Beijing,dev-6208,vpn user=wang.mei result=failed
vpn-20260706-006907,2026-07-04T01:25:20+08:00,vpn-gw-01,chen.yu,198.51.100.234,10.20.25.49,reauth,success,passed,CN-Shenzhen,dev-3710,vpn user=chen.yu result=success
vpn-20260706-000564,2026-07-04T01:25:56+08:00,vpn-gw-01,liu.qiang,203.0.113.58,10.20.25.98,login,success,passed,CN-Shenzhen,dev-4673,vpn user=liu.qiang result=success
vpn-20260706-011115,2026-07-04T01:26:20+08:00,vpn-gw-01,wang.mei,192.0.2.173,10.20.25.67,logout,success,passed,CN-Shenzhen,dev-2154,vpn user=wang.mei result=success
vpn-20260706-010675,2026-07-04T01:26:39+08:00,vpn-gw-01,chen.yu,198.51.100.153,10.20.25.56,login,success,passed,SG-Singapore,dev-4247,vpn user=chen.yu result=success
vpn-20260706-013162,2026-07-04T01:27:15+08:00,vpn-gw-01,admin.li,203.0.113.90,10.20.25.70,logout,success,passed,CN-Hangzhou,dev-9901,vpn user=admin.li result=success
vpn-20260706-009186,2026-07-04T01:27:44+08:00,vpn-gw-01,admin.li,192.0.2.192,10.20.25.142,reauth,success,passed,SG-Singapore,dev-5596,vpn user=admin.li result=success
vpn-20260706-010631,2026-07-04T01:28:01+08:00,vpn-gw-01,wang.mei,203.0.113.150,10.20.25.237,logout,success,passed,CN-Beijing,dev-4642,vpn user=wang.mei result=success
vpn-20260706-001703,2026-07-04T01:29:09+08:00,vpn-gw-01,svc_backup,203.0.113.203,,logout,failed,failed,SG-Singapore,dev-2681,vpn user=svc_backup result=failed
vpn-20260706-001161,2026-07-04T01:29:34+08:00,vpn-gw-01,svc_backup,198.51.100.154,10.20.25.107,reauth,success,passed,CN-Shanghai,dev-6169,vpn user=svc_backup result=success
vpn-20260706-011275,2026-07-04T01:30:02+08:00,vpn-gw-01,zhang.wei,192.0.2.190,10.20.25.214,logout,success,passed,JP-Tokyo,dev-7883,vpn user=zhang.wei result=success
vpn-20260706-002477,2026-07-04T01:30:24+08:00,vpn-gw-01,liu.qiang,198.51.100.87,,login,failed,timeout,CN-Shenzhen,dev-7274,vpn user=liu.qiang result=failed
vpn-20260706-004524,2026-07-04T01:30:40+08:00,vpn-gw-01,wang.mei,192.0.2.24,10.20.25.69,logout,success,passed,CN-Shanghai,dev-2557,vpn user=wang.mei result=success
vpn-20260706-013839,2026-07-04T01:30:42+08:00,vpn-gw-01,wang.mei,192.0.2.110,10.20.25.16,reauth,success,passed,CN-Hangzhou,dev-7721,vpn user=wang.mei result=success
vpn-20260706-011020,2026-07-04T01:31:03+08:00,vpn-gw-01,zhang.wei,198.51.100.120,10.20.25.208,reauth,success,passed,JP-Tokyo,dev-5048,vpn user=zhang.wei result=success
vpn-20260706-008242,2026-07-04T01:31:54+08:00,vpn-gw-01,wang.mei,203.0.113.26,10.20.25.26,reauth,success,passed,JP-Tokyo,dev-3599,vpn user=wang.mei result=success
vpn-20260706-005324,2026-07-04T01:32:11+08:00,vpn-gw-01,svc_backup,192.0.2.138,10.20.25.79,logout,success,passed,CN-Shanghai,dev-1958,vpn user=svc_backup result=success
vpn-20260706-008921,2026-07-04T01:33:06+08:00,vpn-gw-01,svc_backup,198.51.100.54,10.20.25.41,logout,success,passed,JP-Tokyo,dev-7454,vpn user=svc_backup result=success
vpn-20260706-015907,2026-07-04T01:33:08+08:00,vpn-gw-01,chen.yu,198.51.100.207,10.20.25.109,login,success,passed,CN-Shanghai,dev-3026,vpn user=chen.yu result=success
vpn-20260706-008871,2026-07-04T01:33:38+08:00,vpn-gw-01,zhang.wei,203.0.113.111,10.20.25.98,login,success,passed,CN-Shanghai,dev-2977,vpn user=zhang.wei result=success
vpn-20260706-014166,2026-07-04T01:34:13+08:00,vpn-gw-01,svc_backup,192.0.2.156,10.20.25.117,login,success,passed,SG-Singapore,dev-1592,vpn user=svc_backup result=success
vpn-20260706-013952,2026-07-04T01:34:43+08:00,vpn-gw-01,admin.li,192.0.2.95,10.20.25.151,logout,success,passed,SG-Singapore,dev-9323,vpn user=admin.li result=success
vpn-20260706-005190,2026-07-04T01:34:56+08:00,vpn-gw-01,zhang.wei,203.0.113.227,10.20.25.207,reauth,success,passed,CN-Shenzhen,dev-3388,vpn user=zhang.wei result=success
vpn-20260706-007941,2026-07-04T01:35:08+08:00,vpn-gw-01,zhang.wei,203.0.113.58,,logout,failed,failed,JP-Tokyo,dev-4162,vpn user=zhang.wei result=failed
vpn-20260706-014298,2026-07-04T01:35:11+08:00,vpn-gw-01,chen.yu,203.0.113.222,10.20.25.146,login,success,passed,CN-Shenzhen,dev-2796,vpn user=chen.yu result=success
vpn-20260706-010585,2026-07-04T01:35:20+08:00,vpn-gw-01,admin.li,198.51.100.201,10.20.25.35,reauth,success,passed,CN-Shenzhen,dev-1710,vpn user=admin.li result=success
vpn-20260706-005416,2026-07-04T01:36:30+08:00,vpn-gw-01,liu.qiang,198.51.100.114,10.20.25.210,reauth,success,passed,CN-Beijing,dev-1169,vpn user=liu.qiang result=success
vpn-20260706-001031,2026-07-04T01:37:22+08:00,vpn-gw-01,admin.li,198.51.100.81,10.20.25.221,reauth,success,passed,CN-Hangzhou,dev-8687,vpn user=admin.li result=success
vpn-20260706-001719,2026-07-04T01:38:16+08:00,vpn-gw-01,svc_backup,192.0.2.164,10.20.25.50,logout,success,passed,JP-Tokyo,dev-4539,vpn user=svc_backup result=success
vpn-20260706-015289,2026-07-04T01:38:16+08:00,vpn-gw-01,zhang.wei,192.0.2.171,,reauth,failed,timeout,CN-Beijing,dev-9092,vpn user=zhang.wei result=failed
vpn-20260706-013853,2026-07-04T01:38:32+08:00,vpn-gw-01,svc_backup,203.0.113.120,,reauth,failed,failed,JP-Tokyo,dev-2930,vpn user=svc_backup result=failed
vpn-20260706-010723,2026-07-04T01:40:03+08:00,vpn-gw-01,liu.qiang,192.0.2.57,,logout,failed,timeout,SG-Singapore,dev-9420,vpn user=liu.qiang result=failed
vpn-20260706-000507,2026-07-04T01:40:05+08:00,vpn-gw-01,svc_backup,203.0.113.228,10.20.25.46,login,success,passed,CN-Shanghai,dev-9682,vpn user=svc_backup result=success
vpn-20260706-013124,2026-07-04T01:40:16+08:00,vpn-gw-01,svc_backup,198.51.100.51,10.20.25.145,logout,success,passed,CN-Shanghai,dev-2640,vpn user=svc_backup result=success
vpn-20260706-012939,2026-07-04T01:40:18+08:00,vpn-gw-01,svc_backup,198.51.100.120,10.20.25.104,reauth,success,passed,CN-Hangzhou,dev-5093,vpn user=svc_backup result=success
vpn-20260706-005392,2026-07-04T01:40:21+08:00,vpn-gw-01,zhang.wei,203.0.113.59,10.20.25.140,login,success,passed,CN-Beijing,dev-6402,vpn user=zhang.wei result=success
vpn-20260706-001724,2026-07-04T01:40:51+08:00,vpn-gw-01,admin.li,192.0.2.115,10.20.25.96,reauth,success,passed,CN-Shanghai,dev-5900,vpn user=admin.li result=success
vpn-20260706-004145,2026-07-04T01:40:56+08:00,vpn-gw-01,wang.mei,192.0.2.18,10.20.25.171,login,success,passed,CN-Shenzhen,dev-8310,vpn user=wang.mei result=success
vpn-20260706-000362,2026-07-04T01:40:58+08:00,vpn-gw-01,wang.mei,192.0.2.11,10.20.25.135,reauth,success,passed,CN-Shenzhen,dev-4495,vpn user=wang.mei result=success
vpn-20260706-008174,2026-07-04T01:41:10+08:00,vpn-gw-01,wang.mei,192.0.2.119,10.20.25.168,login,success,passed,CN-Beijing,dev-9604,vpn user=wang.mei result=success
vpn-20260706-006635,2026-07-04T01:41:48+08:00,vpn-gw-01,svc_backup,198.51.100.130,10.20.25.138,login,success,passed,JP-Tokyo,dev-8954,vpn user=svc_backup result=success
vpn-20260706-010628,2026-07-04T01:41:54+08:00,vpn-gw-01,svc_backup,198.51.100.44,10.20.25.75,login,success,passed,SG-Singapore,dev-8156,vpn user=svc_backup result=success
vpn-20260706-013673,2026-07-04T01:42:08+08:00,vpn-gw-01,wang.mei,203.0.113.194,10.20.25.90,reauth,success,passed,CN-Shanghai,dev-1110,vpn user=wang.mei result=success
vpn-20260706-011409,2026-07-04T01:42:33+08:00,vpn-gw-01,svc_backup,203.0.113.171,10.20.25.62,reauth,success,passed,CN-Shenzhen,dev-3081,vpn user=svc_backup result=success
vpn-20260706-013775,2026-07-04T01:43:02+08:00,vpn-gw-01,liu.qiang,203.0.113.193,10.20.25.236,login,success,passed,SG-Singapore,dev-5718,vpn user=liu.qiang result=success
vpn-20260706-013150,2026-07-04T01:43:29+08:00,vpn-gw-01,wang.mei,198.51.100.131,10.20.25.16,logout,success,passed,CN-Hangzhou,dev-6755,vpn user=wang.mei result=success
vpn-20260706-014431,2026-07-04T01:43:44+08:00,vpn-gw-01,chen.yu,198.51.100.49,10.20.25.194,reauth,success,passed,CN-Shenzhen,dev-4779,vpn user=chen.yu result=success
vpn-20260706-002490,2026-07-04T01:43:51+08:00,vpn-gw-01,zhang.wei,198.51.100.48,10.20.25.196,reauth,success,passed,CN-Beijing,dev-6467,vpn user=zhang.wei result=success
vpn-20260706-000986,2026-07-04T01:44:13+08:00,vpn-gw-01,wang.mei,203.0.113.53,10.20.25.123,login,success,passed,JP-Tokyo,dev-8936,vpn user=wang.mei result=success
vpn-20260706-011430,2026-07-04T01:44:41+08:00,vpn-gw-01,admin.li,192.0.2.45,10.20.25.198,logout,success,passed,CN-Beijing,dev-7923,vpn user=admin.li result=success
vpn-20260706-014258,2026-07-04T01:45:03+08:00,vpn-gw-01,zhang.wei,203.0.113.207,10.20.25.138,reauth,success,passed,CN-Hangzhou,dev-3087,vpn user=zhang.wei result=success
vpn-20260706-006762,2026-07-04T01:45:05+08:00,vpn-gw-01,svc_backup,203.0.113.227,10.20.25.115,reauth,success,passed,SG-Singapore,dev-2803,vpn user=svc_backup result=success
vpn-20260706-008096,2026-07-04T01:45:28+08:00,vpn-gw-01,liu.qiang,203.0.113.74,10.20.25.95,login,success,passed,JP-Tokyo,dev-5243,vpn user=liu.qiang result=success
vpn-20260706-007146,2026-07-04T01:46:12+08:00,vpn-gw-01,zhang.wei,192.0.2.77,10.20.25.178,login,success,passed,CN-Shenzhen,dev-1641,vpn user=zhang.wei result=success
vpn-20260706-012936,2026-07-04T01:46:33+08:00,vpn-gw-01,liu.qiang,192.0.2.144,10.20.25.157,logout,success,passed,CN-Hangzhou,dev-8018,vpn user=liu.qiang result=success
vpn-20260706-011756,2026-07-04T01:46:42+08:00,vpn-gw-01,wang.mei,198.51.100.34,10.20.25.127,reauth,success,passed,CN-Hangzhou,dev-2121,vpn user=wang.mei result=success
vpn-20260706-012085,2026-07-04T01:46:51+08:00,vpn-gw-01,chen.yu,198.51.100.16,10.20.25.214,reauth,success,passed,CN-Shanghai,dev-6108,vpn user=chen.yu result=success
vpn-20260706-010632,2026-07-04T01:46:57+08:00,vpn-gw-01,zhang.wei,192.0.2.86,10.20.25.130,logout,success,passed,CN-Shanghai,dev-9948,vpn user=zhang.wei result=success
vpn-20260706-005311,2026-07-04T01:47:16+08:00,vpn-gw-01,wang.mei,198.51.100.182,10.20.25.105,logout,success,passed,CN-Shenzhen,dev-8464,vpn user=wang.mei result=success
vpn-20260706-004435,2026-07-04T01:47:31+08:00,vpn-gw-01,svc_backup,198.51.100.122,10.20.25.142,login,success,passed,CN-Shanghai,dev-9797,vpn user=svc_backup result=success
vpn-20260706-004120,2026-07-04T01:47:46+08:00,vpn-gw-01,wang.mei,192.0.2.113,10.20.25.30,logout,success,passed,JP-Tokyo,dev-4623,vpn user=wang.mei result=success
vpn-20260706-012721,2026-07-04T01:49:46+08:00,vpn-gw-01,admin.li,192.0.2.181,10.20.25.140,login,success,passed,CN-Shanghai,dev-2820,vpn user=admin.li result=success
vpn-20260706-000213,2026-07-04T01:49:54+08:00,vpn-gw-01,chen.yu,198.51.100.126,,login,failed,failed,CN-Hangzhou,dev-2442,vpn user=chen.yu result=failed
vpn-20260706-006575,2026-07-04T01:50:10+08:00,vpn-gw-01,zhang.wei,198.51.100.182,10.20.25.132,logout,success,passed,JP-Tokyo,dev-5935,vpn user=zhang.wei result=success
vpn-20260706-003684,2026-07-04T01:50:13+08:00,vpn-gw-01,zhang.wei,192.0.2.106,10.20.25.141,login,success,passed,JP-Tokyo,dev-6869,vpn user=zhang.wei result=success
vpn-20260706-001212,2026-07-04T01:50:24+08:00,vpn-gw-01,wang.mei,198.51.100.209,10.20.25.85,logout,success,passed,CN-Hangzhou,dev-8045,vpn user=wang.mei result=success
vpn-20260706-001914,2026-07-04T01:50:24+08:00,vpn-gw-01,admin.li,198.51.100.201,10.20.25.174,login,success,passed,SG-Singapore,dev-4522,vpn user=admin.li result=success
vpn-20260706-004660,2026-07-04T01:50:25+08:00,vpn-gw-01,admin.li,203.0.113.78,10.20.25.111,reauth,success,passed,SG-Singapore,dev-3345,vpn user=admin.li result=success
vpn-20260706-006830,2026-07-04T01:51:26+08:00,vpn-gw-01,zhang.wei,203.0.113.229,10.20.25.201,login,success,passed,JP-Tokyo,dev-8950,vpn user=zhang.wei result=success
vpn-20260706-003293,2026-07-04T01:51:46+08:00,vpn-gw-01,svc_backup,203.0.113.147,,login,failed,failed,CN-Beijing,dev-2570,vpn user=svc_backup result=failed
vpn-20260706-000227,2026-07-04T01:52:16+08:00,vpn-gw-01,admin.li,198.51.100.17,10.20.25.204,reauth,success,passed,CN-Shanghai,dev-3829,vpn user=admin.li result=success
vpn-20260706-007352,2026-07-04T01:52:18+08:00,vpn-gw-01,svc_backup,192.0.2.197,10.20.25.207,reauth,success,passed,CN-Shenzhen,dev-3871,vpn user=svc_backup result=success
vpn-20260706-008828,2026-07-04T01:52:43+08:00,vpn-gw-01,svc_backup,198.51.100.65,10.20.25.230,login,success,passed,CN-Beijing,dev-7915,vpn user=svc_backup result=success
vpn-20260706-007216,2026-07-04T01:52:55+08:00,vpn-gw-01,liu.qiang,198.51.100.100,10.20.25.147,reauth,success,passed,CN-Hangzhou,dev-9686,vpn user=liu.qiang result=success
vpn-20260706-005813,2026-07-04T01:53:14+08:00,vpn-gw-01,wang.mei,203.0.113.50,10.20.25.97,login,success,passed,JP-Tokyo,dev-4740,vpn user=wang.mei result=success
vpn-20260706-014405,2026-07-04T01:53:37+08:00,vpn-gw-01,admin.li,198.51.100.168,10.20.25.141,reauth,success,passed,CN-Beijing,dev-8631,vpn user=admin.li result=success
vpn-20260706-014028,2026-07-04T01:53:59+08:00,vpn-gw-01,zhang.wei,198.51.100.25,10.20.25.18,reauth,success,passed,SG-Singapore,dev-8995,vpn user=zhang.wei result=success
vpn-20260706-010908,2026-07-04T01:54:10+08:00,vpn-gw-01,admin.li,192.0.2.191,10.20.25.139,reauth,success,passed,JP-Tokyo,dev-5831,vpn user=admin.li result=success
vpn-20260706-013915,2026-07-04T01:54:23+08:00,vpn-gw-01,wang.mei,192.0.2.71,10.20.25.14,reauth,success,passed,SG-Singapore,dev-5058,vpn user=wang.mei result=success
vpn-20260706-007471,2026-07-04T01:54:38+08:00,vpn-gw-01,svc_backup,192.0.2.122,10.20.25.226,reauth,success,passed,JP-Tokyo,dev-2211,vpn user=svc_backup result=success
vpn-20260706-014875,2026-07-04T01:55:24+08:00,vpn-gw-01,wang.mei,203.0.113.38,10.20.25.75,logout,success,passed,CN-Beijing,dev-7039,vpn user=wang.mei result=success
vpn-20260706-010415,2026-07-04T01:55:27+08:00,vpn-gw-01,svc_backup,198.51.100.115,10.20.25.150,logout,success,passed,SG-Singapore,dev-1909,vpn user=svc_backup result=success
vpn-20260706-002527,2026-07-04T01:56:10+08:00,vpn-gw-01,svc_backup,192.0.2.26,,logout,failed,failed,CN-Shenzhen,dev-4129,vpn user=svc_backup result=failed
vpn-20260706-003478,2026-07-04T01:56:14+08:00,vpn-gw-01,wang.mei,198.51.100.132,10.20.25.10,logout,success,passed,CN-Hangzhou,dev-4091,vpn user=wang.mei result=success
vpn-20260706-011909,2026-07-04T01:56:15+08:00,vpn-gw-01,svc_backup,198.51.100.106,10.20.25.151,logout,success,passed,CN-Shanghai,dev-6578,vpn user=svc_backup result=success
vpn-20260706-013535,2026-07-04T01:56:25+08:00,vpn-gw-01,admin.li,192.0.2.112,10.20.25.225,reauth,success,passed,CN-Beijing,dev-5284,vpn user=admin.li result=success
vpn-20260706-000519,2026-07-04T01:56:28+08:00,vpn-gw-01,chen.yu,203.0.113.21,10.20.25.164,logout,success,passed,CN-Shanghai,dev-9253,vpn user=chen.yu result=success
vpn-20260706-008865,2026-07-04T01:56:54+08:00,vpn-gw-01,svc_backup,203.0.113.57,10.20.25.198,login,success,passed,CN-Shanghai,dev-3604,vpn user=svc_backup result=success
vpn-20260706-001586,2026-07-04T01:56:58+08:00,vpn-gw-01,wang.mei,198.51.100.43,10.20.25.130,reauth,success,passed,CN-Beijing,dev-6443,vpn user=wang.mei result=success
vpn-20260706-000713,2026-07-04T01:57:37+08:00,vpn-gw-01,admin.li,198.51.100.164,10.20.25.143,logout,success,passed,CN-Shenzhen,dev-4199,vpn user=admin.li result=success
vpn-20260706-015298,2026-07-04T01:57:54+08:00,vpn-gw-01,svc_backup,198.51.100.146,10.20.25.132,login,success,passed,CN-Hangzhou,dev-7303,vpn user=svc_backup result=success
vpn-20260706-003500,2026-07-04T01:58:07+08:00,vpn-gw-01,zhang.wei,198.51.100.160,10.20.25.170,login,success,passed,CN-Hangzhou,dev-4350,vpn user=zhang.wei result=success
vpn-20260706-002589,2026-07-04T01:59:17+08:00,vpn-gw-01,svc_backup,203.0.113.143,10.20.25.168,reauth,success,passed,JP-Tokyo,dev-7453,vpn user=svc_backup result=success
vpn-20260706-000996,2026-07-04T01:59:33+08:00,vpn-gw-01,admin.li,192.0.2.10,10.20.25.237,login,success,passed,CN-Beijing,dev-7602,vpn user=admin.li result=success
vpn-20260706-010812,2026-07-04T01:59:41+08:00,vpn-gw-01,liu.qiang,192.0.2.62,10.20.25.72,logout,success,passed,CN-Shenzhen,dev-2541,vpn user=liu.qiang result=success
vpn-20260706-015834,2026-07-04T01:59:42+08:00,vpn-gw-01,admin.li,203.0.113.162,10.20.25.168,logout,success,passed,JP-Tokyo,dev-5348,vpn user=admin.li result=success
vpn-20260706-005508,2026-07-04T02:00:01+08:00,vpn-gw-01,svc_backup,192.0.2.122,10.20.25.116,reauth,success,passed,CN-Hangzhou,dev-7304,vpn user=svc_backup result=success
vpn-20260706-014953,2026-07-04T02:00:34+08:00,vpn-gw-01,zhang.wei,198.51.100.77,10.20.25.228,reauth,success,passed,JP-Tokyo,dev-5893,vpn user=zhang.wei result=success
vpn-20260706-001901,2026-07-04T02:00:43+08:00,vpn-gw-01,chen.yu,198.51.100.167,10.20.25.225,logout,success,passed,CN-Shanghai,dev-6467,vpn user=chen.yu result=success
vpn-20260706-009207,2026-07-04T02:00:44+08:00,vpn-gw-01,chen.yu,203.0.113.81,10.20.25.89,reauth,success,passed,CN-Hangzhou,dev-3373,vpn user=chen.yu result=success
vpn-20260706-011943,2026-07-04T02:00:50+08:00,vpn-gw-01,chen.yu,198.51.100.198,10.20.25.12,login,success,passed,CN-Hangzhou,dev-5396,vpn user=chen.yu result=success
vpn-20260706-003757,2026-07-04T02:00:55+08:00,vpn-gw-01,zhang.wei,192.0.2.206,10.20.25.30,reauth,success,passed,CN-Beijing,dev-6060,vpn user=zhang.wei result=success
vpn-20260706-015606,2026-07-04T02:00:59+08:00,vpn-gw-01,admin.li,192.0.2.187,10.20.25.44,login,success,passed,SG-Singapore,dev-1945,vpn user=admin.li result=success
vpn-20260706-014198,2026-07-04T02:01:14+08:00,vpn-gw-01,chen.yu,192.0.2.124,10.20.25.32,login,success,passed,SG-Singapore,dev-9637,vpn user=chen.yu result=success
vpn-20260706-010661,2026-07-04T02:01:18+08:00,vpn-gw-01,chen.yu,192.0.2.167,10.20.25.97,login,success,passed,JP-Tokyo,dev-7960,vpn user=chen.yu result=success
vpn-20260706-003636,2026-07-04T02:01:21+08:00,vpn-gw-01,chen.yu,192.0.2.198,10.20.25.170,login,success,passed,CN-Shenzhen,dev-8659,vpn user=chen.yu result=success
vpn-20260706-013601,2026-07-04T02:01:22+08:00,vpn-gw-01,wang.mei,198.51.100.52,10.20.25.138,logout,success,passed,SG-Singapore,dev-4049,vpn user=wang.mei result=success
vpn-20260706-010018,2026-07-04T02:01:57+08:00,vpn-gw-01,wang.mei,192.0.2.95,10.20.25.31,logout,success,passed,CN-Shenzhen,dev-4956,vpn user=wang.mei result=success
vpn-20260706-014193,2026-07-04T02:02:16+08:00,vpn-gw-01,chen.yu,198.51.100.97,10.20.25.32,login,success,passed,CN-Shanghai,dev-2557,vpn user=chen.yu result=success
vpn-20260706-010638,2026-07-04T02:02:44+08:00,vpn-gw-01,liu.qiang,192.0.2.192,10.20.25.220,login,success,passed,CN-Hangzhou,dev-7426,vpn user=liu.qiang result=success
vpn-20260706-014301,2026-07-04T02:02:48+08:00,vpn-gw-01,zhang.wei,192.0.2.144,10.20.25.83,login,success,passed,CN-Beijing,dev-6415,vpn user=zhang.wei result=success
vpn-20260706-011364,2026-07-04T02:03:15+08:00,vpn-gw-01,chen.yu,198.51.100.19,10.20.25.200,login,success,passed,CN-Shanghai,dev-1545,vpn user=chen.yu result=success
vpn-20260706-003287,2026-07-04T02:03:18+08:00,vpn-gw-01,zhang.wei,192.0.2.45,10.20.25.58,login,success,passed,CN-Shanghai,dev-8957,vpn user=zhang.wei result=success
vpn-20260706-012513,2026-07-04T02:03:18+08:00,vpn-gw-01,liu.qiang,198.51.100.126,,login,failed,failed,JP-Tokyo,dev-6793,vpn user=liu.qiang result=failed
vpn-20260706-007304,2026-07-04T02:03:35+08:00,vpn-gw-01,chen.yu,203.0.113.128,,login,failed,failed,CN-Shenzhen,dev-5330,vpn user=chen.yu result=failed
vpn-20260706-006356,2026-07-04T02:04:57+08:00,vpn-gw-01,wang.mei,198.51.100.133,10.20.25.178,reauth,success,passed,CN-Beijing,dev-5379,vpn user=wang.mei result=success
vpn-20260706-009843,2026-07-04T02:04:58+08:00,vpn-gw-01,admin.li,203.0.113.239,10.20.25.187,logout,success,passed,JP-Tokyo,dev-8323,vpn user=admin.li result=success
