event_id,timestamp,scanner,target_ip,plugin_id,severity,title,result,raw
vuln-20260706-013694,2026-07-02T00:54:37+08:00,10.20.90.21,10.20.10.21,84916,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-005127,2026-07-02T00:54:38+08:00,10.20.90.21,10.20.30.21,38786,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-008832,2026-07-02T00:54:38+08:00,10.20.90.21,10.20.10.22,17107,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010280,2026-07-02T00:54:38+08:00,10.20.90.21,10.20.60.21,52644,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-015320,2026-07-02T00:54:38+08:00,10.20.90.21,10.20.60.21,16357,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-006420,2026-07-02T00:54:39+08:00,10.20.90.21,10.20.60.21,79283,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-007188,2026-07-02T00:54:39+08:00,10.20.90.21,10.20.30.21,31139,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008189,2026-07-02T00:54:39+08:00,10.20.90.21,10.20.10.21,52503,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-004719,2026-07-02T00:54:40+08:00,10.20.90.21,10.20.10.22,38910,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-005043,2026-07-02T00:54:40+08:00,10.20.90.21,10.20.10.21,37278,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012396,2026-07-02T00:54:40+08:00,10.20.90.21,10.20.30.21,56932,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-015059,2026-07-02T00:54:40+08:00,10.20.90.21,10.20.10.22,68951,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-000938,2026-07-02T00:54:41+08:00,10.20.90.21,10.20.10.21,68761,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-002929,2026-07-02T00:54:41+08:00,10.20.90.21,10.20.30.21,52342,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-009524,2026-07-02T00:54:41+08:00,10.20.90.21,10.20.10.22,13556,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-010431,2026-07-02T00:54:41+08:00,10.20.90.21,10.20.30.21,14323,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-008087,2026-07-02T00:54:42+08:00,10.20.90.21,10.20.10.22,25324,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-013777,2026-07-02T00:54:42+08:00,10.20.90.21,10.20.30.21,47871,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-000687,2026-07-02T00:54:43+08:00,10.20.90.21,10.20.30.21,12847,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004919,2026-07-02T00:54:43+08:00,10.20.90.21,10.20.30.21,69475,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-009020,2026-07-02T00:54:43+08:00,10.20.90.21,10.20.30.21,86153,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-009490,2026-07-02T00:54:43+08:00,10.20.90.21,10.20.60.21,35532,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-012055,2026-07-02T00:54:45+08:00,10.20.90.21,10.20.10.21,27513,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-014563,2026-07-02T00:54:45+08:00,10.20.90.21,10.20.30.21,60028,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-014692,2026-07-02T00:54:45+08:00,10.20.90.21,10.20.10.21,68197,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-015743,2026-07-02T00:54:45+08:00,10.20.90.21,10.20.10.22,47707,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-000284,2026-07-02T00:54:46+08:00,10.20.90.21,10.20.10.21,14647,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-009372,2026-07-02T00:54:47+08:00,10.20.90.21,10.20.10.22,62544,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-012496,2026-07-02T00:54:47+08:00,10.20.90.21,10.20.60.21,83988,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-014730,2026-07-02T00:54:47+08:00,10.20.90.21,10.20.10.21,50449,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-000739,2026-07-02T00:54:48+08:00,10.20.90.21,10.20.10.21,46527,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004746,2026-07-02T00:54:48+08:00,10.20.90.21,10.20.10.22,98421,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010128,2026-07-02T00:54:48+08:00,10.20.90.21,10.20.30.21,27146,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-002489,2026-07-02T00:54:49+08:00,10.20.90.21,10.20.10.21,64831,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-002840,2026-07-02T00:54:49+08:00,10.20.90.21,10.20.30.21,34782,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-003275,2026-07-02T00:54:49+08:00,10.20.90.21,10.20.30.21,94239,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-009719,2026-07-02T00:54:49+08:00,10.20.90.21,10.20.60.21,94614,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-013439,2026-07-02T00:54:49+08:00,10.20.90.21,10.20.60.21,25503,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-001355,2026-07-02T00:54:50+08:00,10.20.90.21,10.20.60.21,71562,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-002429,2026-07-02T00:54:50+08:00,10.20.90.21,10.20.10.22,27254,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-002660,2026-07-02T00:54:50+08:00,10.20.90.21,10.20.10.21,57974,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-002771,2026-07-02T00:54:50+08:00,10.20.90.21,10.20.10.22,52864,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-003772,2026-07-02T00:54:50+08:00,10.20.90.21,10.20.10.22,25390,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-001944,2026-07-02T00:54:51+08:00,10.20.90.21,10.20.10.21,50562,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-008890,2026-07-02T00:54:51+08:00,10.20.90.21,10.20.10.22,92472,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-013329,2026-07-02T00:54:51+08:00,10.20.90.21,10.20.30.21,89128,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-015027,2026-07-02T00:54:51+08:00,10.20.90.21,10.20.10.22,47342,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-001591,2026-07-02T00:54:52+08:00,10.20.90.21,10.20.60.21,50912,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-002988,2026-07-02T00:54:52+08:00,10.20.90.21,10.20.60.21,60996,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-003332,2026-07-02T00:54:52+08:00,10.20.90.21,10.20.10.21,97307,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-004861,2026-07-02T00:54:52+08:00,10.20.90.21,10.20.10.21,65138,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-006949,2026-07-02T00:54:52+08:00,10.20.90.21,10.20.10.21,44490,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011872,2026-07-02T00:54:52+08:00,10.20.90.21,10.20.30.21,68588,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-013451,2026-07-02T00:54:52+08:00,10.20.90.21,10.20.30.21,34521,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-000366,2026-07-02T00:54:54+08:00,10.20.90.21,10.20.30.21,88575,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-001841,2026-07-02T00:54:54+08:00,10.20.90.21,10.20.10.22,19544,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004053,2026-07-02T00:54:54+08:00,10.20.90.21,10.20.10.22,97169,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-006458,2026-07-02T00:54:54+08:00,10.20.90.21,10.20.10.22,47229,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-010547,2026-07-02T00:54:54+08:00,10.20.90.21,10.20.10.21,73817,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-014113,2026-07-02T00:54:54+08:00,10.20.90.21,10.20.10.22,73294,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-015485,2026-07-02T00:54:54+08:00,10.20.90.21,10.20.10.22,35327,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-001344,2026-07-02T00:54:56+08:00,10.20.90.21,10.20.10.21,88950,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-009959,2026-07-02T00:54:56+08:00,10.20.90.21,10.20.10.21,51022,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010210,2026-07-02T00:54:56+08:00,10.20.90.21,10.20.10.21,23900,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-010894,2026-07-02T00:54:56+08:00,10.20.90.21,10.20.10.22,19343,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011285,2026-07-02T00:54:56+08:00,10.20.90.21,10.20.10.22,38204,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-014675,2026-07-02T00:54:56+08:00,10.20.90.21,10.20.30.21,41217,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-000403,2026-07-02T00:54:57+08:00,10.20.90.21,10.20.10.21,19252,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-001814,2026-07-02T00:54:57+08:00,10.20.90.21,10.20.60.21,76658,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-001888,2026-07-02T00:54:57+08:00,10.20.90.21,10.20.60.21,18781,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000699,2026-07-02T00:54:58+08:00,10.20.90.21,10.20.10.22,28889,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-005082,2026-07-02T00:54:58+08:00,10.20.90.21,10.20.10.22,16335,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-008561,2026-07-02T00:54:58+08:00,10.20.90.21,10.20.10.22,18563,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011580,2026-07-02T00:54:58+08:00,10.20.90.21,10.20.60.21,59193,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011684,2026-07-02T00:54:58+08:00,10.20.90.21,10.20.10.22,88973,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-001939,2026-07-02T00:54:59+08:00,10.20.90.21,10.20.10.21,96181,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004323,2026-07-02T00:54:59+08:00,10.20.90.21,10.20.10.21,23024,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-010898,2026-07-02T00:54:59+08:00,10.20.90.21,10.20.30.21,18583,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-002440,2026-07-02T00:55:00+08:00,10.20.90.21,10.20.60.21,10673,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-002613,2026-07-02T00:55:00+08:00,10.20.90.21,10.20.10.21,53084,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-003580,2026-07-02T00:55:00+08:00,10.20.90.21,10.20.10.21,91166,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-004106,2026-07-02T00:55:00+08:00,10.20.90.21,10.20.10.22,23597,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011208,2026-07-02T00:55:00+08:00,10.20.90.21,10.20.10.22,49997,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-012282,2026-07-02T00:55:00+08:00,10.20.90.21,10.20.60.21,88735,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-013199,2026-07-02T00:55:00+08:00,10.20.90.21,10.20.10.21,86644,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-006234,2026-07-02T00:55:01+08:00,10.20.90.21,10.20.60.21,72622,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-001460,2026-07-02T00:55:02+08:00,10.20.90.21,10.20.10.21,26712,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-002925,2026-07-02T00:55:02+08:00,10.20.90.21,10.20.60.21,78277,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011409,2026-07-02T00:55:02+08:00,10.20.90.21,10.20.30.21,69796,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011548,2026-07-02T00:55:02+08:00,10.20.90.21,10.20.10.22,35681,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013006,2026-07-02T00:55:02+08:00,10.20.90.21,10.20.10.22,72874,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-000112,2026-07-02T00:55:03+08:00,10.20.90.21,10.20.10.21,58528,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-002419,2026-07-02T00:55:03+08:00,10.20.90.21,10.20.10.22,85948,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-007046,2026-07-02T00:55:03+08:00,10.20.90.21,10.20.10.22,93145,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011826,2026-07-02T00:55:03+08:00,10.20.90.21,10.20.60.21,68240,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011981,2026-07-02T00:55:03+08:00,10.20.90.21,10.20.10.21,30777,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-003170,2026-07-02T00:55:04+08:00,10.20.90.21,10.20.30.21,96739,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-012709,2026-07-02T00:55:04+08:00,10.20.90.21,10.20.10.22,33815,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013117,2026-07-02T00:55:04+08:00,10.20.90.21,10.20.30.21,57714,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-014287,2026-07-02T00:55:04+08:00,10.20.90.21,10.20.60.21,98069,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011769,2026-07-02T00:55:05+08:00,10.20.90.21,10.20.10.22,27623,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-012374,2026-07-02T00:55:05+08:00,10.20.90.21,10.20.60.21,44901,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-015714,2026-07-02T00:55:05+08:00,10.20.90.21,10.20.10.22,48830,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-005482,2026-07-02T00:55:06+08:00,10.20.90.21,10.20.30.21,97822,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-006075,2026-07-02T00:55:06+08:00,10.20.90.21,10.20.30.21,53021,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010500,2026-07-02T00:55:06+08:00,10.20.90.21,10.20.30.21,64980,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-003539,2026-07-02T00:55:07+08:00,10.20.90.21,10.20.60.21,15800,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-005583,2026-07-02T00:55:07+08:00,10.20.90.21,10.20.30.21,34895,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-005828,2026-07-02T00:55:07+08:00,10.20.90.21,10.20.60.21,47713,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010831,2026-07-02T00:55:07+08:00,10.20.90.21,10.20.10.22,53676,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-002043,2026-07-02T00:55:08+08:00,10.20.90.21,10.20.60.21,19164,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-002600,2026-07-02T00:55:08+08:00,10.20.90.21,10.20.60.21,90941,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-007378,2026-07-02T00:55:09+08:00,10.20.90.21,10.20.60.21,80504,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-007542,2026-07-02T00:55:09+08:00,10.20.90.21,10.20.30.21,95246,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-014146,2026-07-02T00:55:10+08:00,10.20.90.21,10.20.30.21,89352,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-000008,2026-07-02T00:55:11+08:00,10.20.90.21,10.20.10.21,19225,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-007594,2026-07-02T00:55:11+08:00,10.20.90.21,10.20.10.21,23965,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-010430,2026-07-02T00:55:11+08:00,10.20.90.21,10.20.60.21,55600,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-000225,2026-07-02T00:55:12+08:00,10.20.90.21,10.20.10.21,11616,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-007797,2026-07-02T00:55:12+08:00,10.20.90.21,10.20.10.21,46218,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011875,2026-07-02T00:55:12+08:00,10.20.90.21,10.20.30.21,51542,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011991,2026-07-02T00:55:12+08:00,10.20.90.21,10.20.60.21,45503,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-013918,2026-07-02T00:55:12+08:00,10.20.90.21,10.20.30.21,33319,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-000362,2026-07-02T00:55:13+08:00,10.20.90.21,10.20.10.21,23279,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-005382,2026-07-02T00:55:13+08:00,10.20.90.21,10.20.30.21,39271,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-006119,2026-07-02T00:55:13+08:00,10.20.90.21,10.20.10.21,21797,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-008411,2026-07-02T00:55:13+08:00,10.20.90.21,10.20.10.21,44039,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013702,2026-07-02T00:55:13+08:00,10.20.90.21,10.20.10.21,79441,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000935,2026-07-02T00:55:14+08:00,10.20.90.21,10.20.30.21,48225,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-007930,2026-07-02T00:55:14+08:00,10.20.90.21,10.20.30.21,31285,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-008594,2026-07-02T00:55:14+08:00,10.20.90.21,10.20.30.21,78250,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-015823,2026-07-02T00:55:14+08:00,10.20.90.21,10.20.60.21,48933,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-014799,2026-07-02T00:55:15+08:00,10.20.90.21,10.20.60.21,40745,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-003605,2026-07-02T00:55:16+08:00,10.20.90.21,10.20.10.21,78747,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008190,2026-07-02T00:55:16+08:00,10.20.90.21,10.20.10.21,37641,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010410,2026-07-02T00:55:16+08:00,10.20.90.21,10.20.10.22,80789,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-003049,2026-07-02T00:55:17+08:00,10.20.90.21,10.20.60.21,12009,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-009970,2026-07-02T00:55:17+08:00,10.20.90.21,10.20.10.21,32689,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-012601,2026-07-02T00:55:17+08:00,10.20.90.21,10.20.10.21,95480,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-001029,2026-07-02T00:55:18+08:00,10.20.90.21,10.20.10.22,60620,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011051,2026-07-02T00:55:18+08:00,10.20.90.21,10.20.10.21,57831,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-012692,2026-07-02T00:55:18+08:00,10.20.90.21,10.20.10.22,88948,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-001165,2026-07-02T00:55:19+08:00,10.20.90.21,10.20.30.21,67802,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011940,2026-07-02T00:55:19+08:00,10.20.90.21,10.20.30.21,20042,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-013557,2026-07-02T00:55:19+08:00,10.20.90.21,10.20.10.21,69638,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-002951,2026-07-02T00:55:20+08:00,10.20.90.21,10.20.30.21,46387,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-006147,2026-07-02T00:55:20+08:00,10.20.90.21,10.20.60.21,82637,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-008307,2026-07-02T00:55:20+08:00,10.20.90.21,10.20.60.21,89011,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013479,2026-07-02T00:55:20+08:00,10.20.90.21,10.20.30.21,14660,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-013656,2026-07-02T00:55:20+08:00,10.20.90.21,10.20.10.21,75653,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-000325,2026-07-02T00:55:21+08:00,10.20.90.21,10.20.30.21,70875,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-005092,2026-07-02T00:55:21+08:00,10.20.90.21,10.20.10.22,35952,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011772,2026-07-02T00:55:21+08:00,10.20.90.21,10.20.10.21,27400,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-013469,2026-07-02T00:55:21+08:00,10.20.90.21,10.20.30.21,15994,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000385,2026-07-02T00:55:22+08:00,10.20.90.21,10.20.60.21,82412,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-004366,2026-07-02T00:55:22+08:00,10.20.90.21,10.20.30.21,17845,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-006109,2026-07-02T00:55:22+08:00,10.20.90.21,10.20.10.22,58490,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-004006,2026-07-02T00:55:23+08:00,10.20.90.21,10.20.30.21,38350,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-004600,2026-07-02T00:55:23+08:00,10.20.90.21,10.20.30.21,83831,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008209,2026-07-02T00:55:23+08:00,10.20.90.21,10.20.60.21,84397,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-009530,2026-07-02T00:55:23+08:00,10.20.90.21,10.20.10.22,28468,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-009720,2026-07-02T00:55:23+08:00,10.20.90.21,10.20.10.21,82131,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011869,2026-07-02T00:55:23+08:00,10.20.90.21,10.20.10.22,44241,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-015920,2026-07-02T00:55:23+08:00,10.20.90.21,10.20.60.21,38707,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-005897,2026-07-02T00:55:24+08:00,10.20.90.21,10.20.60.21,16598,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-006560,2026-07-02T00:55:24+08:00,10.20.90.21,10.20.10.21,38050,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-006766,2026-07-02T00:55:24+08:00,10.20.90.21,10.20.30.21,60051,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-014324,2026-07-02T00:55:24+08:00,10.20.90.21,10.20.60.21,37289,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-000944,2026-07-02T00:55:25+08:00,10.20.90.21,10.20.10.21,82629,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-003126,2026-07-02T00:55:25+08:00,10.20.90.21,10.20.10.22,81434,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011740,2026-07-02T00:55:25+08:00,10.20.90.21,10.20.10.21,68780,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-013414,2026-07-02T00:55:25+08:00,10.20.90.21,10.20.10.22,24570,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-002341,2026-07-02T00:55:26+08:00,10.20.90.21,10.20.10.21,74613,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-007507,2026-07-02T00:55:26+08:00,10.20.90.21,10.20.30.21,18723,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-013104,2026-07-02T00:55:26+08:00,10.20.90.21,10.20.10.21,10050,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013127,2026-07-02T00:55:26+08:00,10.20.90.21,10.20.10.22,59272,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-001836,2026-07-02T00:55:27+08:00,10.20.90.21,10.20.30.21,17760,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-008334,2026-07-02T00:55:27+08:00,10.20.90.21,10.20.30.21,64998,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-009498,2026-07-02T00:55:27+08:00,10.20.90.21,10.20.10.22,80375,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-010879,2026-07-02T00:55:27+08:00,10.20.90.21,10.20.10.22,59304,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004327,2026-07-02T00:55:28+08:00,10.20.90.21,10.20.10.22,96017,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008133,2026-07-02T00:55:28+08:00,10.20.90.21,10.20.10.22,61622,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-012201,2026-07-02T00:55:28+08:00,10.20.90.21,10.20.60.21,14205,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-013526,2026-07-02T00:55:28+08:00,10.20.90.21,10.20.60.21,54222,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-014466,2026-07-02T00:55:28+08:00,10.20.90.21,10.20.30.21,10172,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-015719,2026-07-02T00:55:28+08:00,10.20.90.21,10.20.30.21,62543,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-010765,2026-07-02T00:55:29+08:00,10.20.90.21,10.20.10.22,92627,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-012354,2026-07-02T00:55:29+08:00,10.20.90.21,10.20.30.21,35857,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-014869,2026-07-02T00:55:29+08:00,10.20.90.21,10.20.10.22,77027,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000302,2026-07-02T00:55:30+08:00,10.20.90.21,10.20.60.21,17982,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-002168,2026-07-02T00:55:30+08:00,10.20.90.21,10.20.10.22,45978,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-002275,2026-07-02T00:55:30+08:00,10.20.90.21,10.20.60.21,37169,low,TLS weak cipher,detected,scheduled vulnerability scan
